"","(Intercept)","Koppen_Geiger","RockType","Elevation","Koppen_Geiger:RockType","Residuals"
"1",1130.71545086129,-34.5967118835123,236.160057407903,30.165696117254,156.177001200747,-74.2355847036806
"2",1130.71545086129,-34.5967118835118,-251.439381654388,-51.0429063439321,49.1460812402897,-401.679982219747
"3",1130.71545086129,-320.672375977956,-396.860174883334,46.6219747324883,27.7633615822172,-279.485236314706
"4",1130.71545086129,225.101508658709,-200.540332353651,-16.5804161609972,-324.742097796469,-126.486779908883
"5",1130.71545086129,-320.672375977957,-396.860174883333,-46.6219747324882,-27.7633615822175,279.485236314706
"6",1130.71545086129,-34.5967118835122,6.11172969859413,26.872811467388,-71.0994349056569,240.366821761897
"7",1130.71545086129,-34.5967118835126,6.11172969859427,-129.168083555635,-164.021706323691,92.9432303029538
"8",1130.71545086129,225.101508658709,-200.540332353652,-47.0274200679273,-342.873272707304,126.486779908883
"9",1130.71545086129,268.54055373871,-1.59872115546023e-14,-33.9357231046006,-20.2087053693692,-18.8811911260304
"10",1130.71545086129,268.54055373871,-4.08562073062058e-14,-33.3014105232058,-19.8309725587267,193.010224481933
"11",1130.71545086129,268.54055373871,-1.15463194561016e-13,-34.5700356859942,-20.5864381800115,-214.646738733994
"12",1130.71545086129,-34.5967118835124,236.160057407903,-96.6968201616256,80.6304390722646,74.2355847036806
"13",1130.71545086129,193.81439513871,-128.775555676492,-44.9838284289056,532.717230105397,1.15463194561016e-13
"14",1130.71545086129,-34.5967118835124,6.11172969859442,7.2091214441607,-82.8091520355712,-165.544438084962
"15",1130.71545086129,-34.5967118835124,6.11172969859442,58.5884405371072,-52.2127943735351,-504.313807139945
"16",1130.71545086129,-34.5967118835124,6.11172969859442,58.5884405371072,-52.2127943735354,336.548193160056
"17",1130.71545086129,-320.672375977957,69.6545317651749,-14.8634955013925,-53.2773786578402,292.120200510724
"18",1130.71545086129,-320.672375977957,327.205643118158,85.2531626587294,95.1943886548292,88.7638636849498
"19",1130.71545086129,268.54055373871,8.70414851306123e-14,52.0136316743405,30.9740904726779,-295.015726747019
"20",1130.71545086129,-320.672375977957,327.205643118158,-149.404433702316,-44.5440873142262,-88.7638636849498
"21",1130.71545086129,-838.12795086129,8.88178419700125e-16,1.77635683940025e-15,2.1836699115596e-14,-1.59872115546023e-14
"22",1130.71545086129,-34.5967118835124,-251.439381654389,95.4832999581759,136.402360498689,401.679982219746
"23",1130.71545086129,458.071913138709,-9.43689570931383e-14,-1.24344978758018e-14,-6.92015889036668e-14,-1.19015908239817e-13
"24",1130.71545086129,225.101508658709,287.05910670864,66.5311240443716,-236.807440273011,-1.59872115546023e-14
"25",1130.71545086129,268.54055373871,8.70414851306123e-14,49.7935376394601,29.6520256354295,335.53343212511
"26",1130.71545086129,225.101508658709,57.0107789993317,-2.09595648911796,451.833672577749,-504.110454607963
"27",1130.71545086129,225.101508658709,57.0107789993317,-0.827331326329155,452.589138199034,504.110454607964
"28",1130.71545086129,193.81439513871,128.775555676492,44.9838284289056,-532.717230105397,-1.11910480882216e-13
"29",1130.71545086129,699.547049138709,1.4210854715202e-14,-7.105427357601e-15,9.40220123979429e-15,-3.37507799486048e-14
"30",1130.71545086129,-320.672375977957,69.6545317651749,79.0147665449789,2.62707731723737,-292.120200510725
"31",1130.71545086129,-939.925450861291,-1.77635683940025e-15,-1.4210854715202e-14,-1.10259024133086e-14,4.08562073062058e-14
