"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "INSTPAIR_MODEL_1", "INSTPAIR_SN_1", "INSTPAIR_MODEL_2", "INSTPAIR_SN_2", "INSTPAIR_DATE", "INSTPAIR_COMMENT", "INSTPAIR_HEIGHT_SEP", "INSTPAIR_EASTWARD_SEP", "INSTPAIR_NORTHWARD_SEP", 
"US-ICh", "88040", "GRP_INSTPAIR", "SA-Campbell CSAT-3", "1420", "GA_CP-LI-COR LI-7200RS", "810", "201701010000", "CSAT3 and LI7200RS are EC instrument pair for 2017", "0", "-0.12", "0.02", 
