"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "REFERENCE_PAPER", "REFERENCE_DOI", "REFERENCE_USAGE", 
"CA-TP1", "1700001590", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(5), 9275–9287", "10.1029/2018GL079306", "Reference", 
"CA-TP1", "1700001968", "GRP_REFERENCE_PAPER", "Coursolle, C., Margolis, H. A., Barr, A. G., Black, T. A., Amiro, B. D., McCaughey, J. H., Flanagan, L. B., Lafleur, P. M., Roulet, N. T., Bourque, C. P., Arain, M. A., Wofsy, S. C., Dunn, A., Morgenstern, K., Orchansky, A. L., Bernier, P. Y., Chen, J. M., Kidston, J., Saigusa, N., Hedstrom, N. (2006) Late-Summer Carbon Fluxes From Canadian Forests And Peatlands Along An East-West Continental Transect, Canadian Journal Of Forest Research, 36(3), 783-800", "10.1139/x05-270", "Reference", 
"CA-TP1", "1700001980", "GRP_REFERENCE_PAPER", "Coursolle, C., Margolis, H., Giasson, M., Bernier, P., Amiro, B., Arain, M., Barr, A., Black, T., Goulden, M., McCaughey, J., Chen, J., Dunn, A., Grant, R., Lafleur, P. (2012) Influence Of Stand Age On The Magnitude And Seasonality Of Carbon Fluxes In Canadian Forests, Agricultural And Forest Meteorology, 165(7-8), 136-148", "10.1016/j.agrformet.2012.06.011", "Reference", 
"CA-TP1", "1700002694", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"CA-TP1", "1700005022", "GRP_REFERENCE_PAPER", "Khomik, M., Arain, M. A., Brodeur, J. J., Peichl, M., Restrepo-Coupé, N., McLaren, J. D. (2010) Relative Contributions Of Soil, Foliar, And Woody Tissue Respiration To Total Ecosystem Respiration In Four Pine Forests Of Different Ages, Journal Of Geophysical Research: Biogeosciences, 115(G03024), n/a-n/a", "10.1029/2009JG001089", "Reference", 
"CA-TP1", "1700005769", "GRP_REFERENCE_PAPER", "McLaren, J. D., Arain, M.A., Khomik, M., Peichl, M., Brodeur, J. (2008) Water Flux Components And Soil Water-Atmospheric Controls In A Temperate Pine Forest Growing In A Well-Drained Sandy Soil, Journal Of Geophysical Research, 113(G4), n/a-n/a", "10.1029/2007JG000653", "Reference", 
"CA-TP1", "1700006327", "GRP_REFERENCE_PAPER", "Peichl, M., Arain, M. A. (2006) Above- And Belowground Ecosystem Biomass And Carbon Pools In An Age-Sequence Of Temperate Pine Plantation Forests, Agricultural And Forest Meteorology, 140(1-4), 51-63", "10.1016/j.agrformet.2006.08.004", "Reference", 
"CA-TP1", "1700006339", "GRP_REFERENCE_PAPER", "Peichl, M., Arain, M. A. (2007) Allometry And Partitioning Of Above- And Belowground Tree Biomass In An Age-Sequence Of White Pine Forests, Forest Ecology And Management, 253(1-3), 68-80", "10.1016/j.foreco.2007.07.003", "Reference", 
"CA-TP1", "1700006351", "GRP_REFERENCE_PAPER", "Peichl, M., Arain, M. A., Brodeur, J. J. (2010) Age Effects On Carbon Fluxes In Temperate Pine Forests, Agricultural And Forest Meteorology, 150(7-8), 1090-1101", "10.1016/j.agrformet.2010.04.008", "Reference", 
"CA-TP1", "1700006363", "GRP_REFERENCE_PAPER", "Peichl, M., Arain, M.A., Ullah, S., Moore, T. (2010) Carbon Dioxide, Methane, And Nitrous Oxide Exchanges In An Age-Sequence Of Temperate Pine Forests, Global Change Biology, 16(8), 2198-2212", "10.1111/j.1365-2486.2009.02066.x", "Reference", 
"CA-TP1", "1700006375", "GRP_REFERENCE_PAPER", "Peichl, M., Brodeur, J. J., Khomik, M., Arain, M. A. (2010) Biometric And Eddy-Covariance Based Estimates Of Carbon Fluxes In An Age-Sequence Of Temperate Pine Forests, Agricultural And Forest Meteorology, 150(7-8), 952-965", "10.1016/j.agrformet.2010.03.002", "Primary_Citation", 
"CA-TP1", "1700006387", "GRP_REFERENCE_PAPER", "Peichl, M., Moore, T. R., Arain, M. A., Dalva, M., Brodkey, D., McLaren, J. (2007) Concentrations And Fluxes Of Dissolved Organic Carbon In An Age-Sequence Of White Pine Forests In Southern Ontario, Canada, Biogeochemistry, 86(1), 1-17", "10.1007/s10533-007-9138-7", "Reference", 
"CA-TP1", "1700006666", "GRP_REFERENCE_PAPER", "Restrepo, N. C., Arain, M. A. (2005) Energy And Water Exchanges From A Temperate Pine Plantation Forest, Hydrological Processes, 19(1), 27-49", "10.1002/hyp.5758", "Reference", 
"CA-TP1", "1700008286", "GRP_REFERENCE_PAPER", "Yuan, F., Arain, M. A., Barr, A. G., Black, T. A., Bourque, C. P., Coursolle, C., Margolis, H. A., Mccaughey, J. H., Wofsy, S. C. (2008) Modeling Analysis Of Primary Controls On Net Ecosystem Productivity Of Seven Boreal And Temperate Coniferous Forests Across A Continental Transect, Global Change Biology, 14(8), 1765-1784", "10.1111/j.1365-2486.2008.01612.x", "Reference", 
"CA-TP2", "1700000207", "GRP_REFERENCE_PAPER", "Arain, M. A., Restrepo-Coupe, N. (2005) Net Ecosystem Production In A Temperate Pine Plantation In Southeastern Canada, Agricultural And Forest Meteorology, 128(3-4), 223-241", "10.1016/j.agrformet.2004.10.003", "Reference", 
"CA-TP2", "1700001218", "GRP_REFERENCE_PAPER", "Chen, J. M., Govind, A., Sonnentag, O., Zhang, Y., Barr, A., Amiro, B. (2006) Leaf Area Index Measurements At Fluxnet-Canada Forest Sites, Agricultural And Forest Meteorology, 140(1-4), 257-268", "10.1016/j.agrformet.2006.08.005", "Reference", 
"CA-TP2", "1700001983", "GRP_REFERENCE_PAPER", "Coursolle, C., Margolis, H., Giasson, M., Bernier, P., Amiro, B., Arain, M., Barr, A., Black, T., Goulden, M., McCaughey, J., Chen, J., Dunn, A., Grant, R., Lafleur, P. (2012) Influence Of Stand Age On The Magnitude And Seasonality Of Carbon Fluxes In Canadian Forests, Agricultural And Forest Meteorology, 165(7-8), 136-148", "10.1016/j.agrformet.2012.06.011", "Reference", 
"CA-TP2", "1700002697", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"CA-TP2", "1700005016", "GRP_REFERENCE_PAPER", "Khomik M., Arain A. M.: Liaw K. L., McCaughey H. J. (2009) Debut Of A Flexible Model For Simulating Soil Respiration–Soil Temperature Relationship: Gamma Model, Journal Of Geophysical Research, 114(G3), n/a-n/a", "10.1029/2008jg000851", "Reference", 
"CA-TP2", "1700005019", "GRP_REFERENCE_PAPER", "Khomik, M., Arain, A.M., Brodeur, J.J., Peichl, M., Restrepo-Coupé, N., McLaren, J.D. (2010) Relative Contributions Of Soil, Foliar, And Woody Tissue Respiration To Total Ecosystem Respiration In Four Pine Forests Of Different Ages, Journal Of Geophysical Research, 115(G3), n/a-n/a", "10.1029/2009jg001089", "Reference", 
"CA-TP2", "1700006330", "GRP_REFERENCE_PAPER", "Peichl, M., Arain, M. A. (2006) Above- And Belowground Ecosystem Biomass And Carbon Pools In An Age-Sequence Of Temperate Pine Plantation Forests, Agricultural And Forest Meteorology, 140(1-4), 51-63", "10.1016/j.agrformet.2006.08.004", "Reference", 
"CA-TP2", "1700006342", "GRP_REFERENCE_PAPER", "Peichl, M., Arain, M. A. (2007) Allometry And Partitioning Of Above- And Belowground Tree Biomass In An Age-Sequence Of White Pine Forests, Forest Ecology And Management, 253(1-3), 68-80", "10.1016/j.foreco.2007.07.003", "Reference", 
"CA-TP2", "1700006354", "GRP_REFERENCE_PAPER", "Peichl, M., Arain, M. A., Brodeur, J. J. (2010) Age Effects On Carbon Fluxes In Temperate Pine Forests, Agricultural And Forest Meteorology, 150(7-8), 1090-1101", "10.1016/j.agrformet.2010.04.008", "Reference", 
"CA-TP2", "1700006366", "GRP_REFERENCE_PAPER", "Peichl, M., Arain, M.A., Ullah, S., Moore, T. (2010) Carbon Dioxide, Methane, And Nitrous Oxide Exchanges In An Age-Sequence Of Temperate Pine Forests, Global Change Biology, 16(8), 2198-2212", "10.1111/j.1365-2486.2009.02066.x", "Reference", 
"CA-TP2", "1700006378", "GRP_REFERENCE_PAPER", "Peichl, M., Brodeur, J. J., Khomik, M., Arain, M. A. (2010) Biometric And Eddy-Covariance Based Estimates Of Carbon Fluxes In An Age-Sequence Of Temperate Pine Forests, Agricultural And Forest Meteorology, 150(7-8), 952-965", "10.1016/j.agrformet.2010.03.002", "Reference", 
"CA-TP3", "1700000210", "GRP_REFERENCE_PAPER", "Arain, M. A., Restrepo-Coupe, N. (2005) Net Ecosystem Production In A Temperate Pine Plantation In Southeastern Canada, Agricultural And Forest Meteorology, 128(3-4), 223-241", "10.1016/j.agrformet.2004.10.003", "Reference", 
"CA-TP3", "1700001221", "GRP_REFERENCE_PAPER", "Chen, J. M., Govind, A., Sonnentag, O., Zhang, Y., Barr, A., Amiro, B. (2006) Leaf Area Index Measurements At Fluxnet-Canada Forest Sites, Agricultural And Forest Meteorology, 140(1-4), 257-268", "10.1016/j.agrformet.2006.08.005", "Reference", 
"CA-TP3", "1700001362", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(1), 9275–9287", "10.1029/2018GL079306", "Reference", 
"CA-TP3", "1700001593", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(5), 9275–9287", "10.1029/2018GL079306", "Reference", 
"CA-TP3", "1700001971", "GRP_REFERENCE_PAPER", "Coursolle, C., Margolis, H. A., Barr, A. G., Black, T. A., Amiro, B. D., McCaughey, J. H., Flanagan, L. B., Lafleur, P. M., Roulet, N. T., Bourque, C. P., Arain, M. A., Wofsy, S. C., Dunn, A., Morgenstern, K., Orchansky, A. L., Bernier, P. Y., Chen, J. M., Kidston, J., Saigusa, N., Hedstrom, N. (2006) Late-Summer Carbon Fluxes From Canadian Forests And Peatlands Along An East-West Continental Transect, Canadian Journal Of Forest Research, 36(3), 783-800", "10.1139/x05-270", "Reference", 
"CA-TP3", "1700001986", "GRP_REFERENCE_PAPER", "Coursolle, C., Margolis, H., Giasson, M., Bernier, P., Amiro, B., Arain, M., Barr, A., Black, T., Goulden, M., McCaughey, J., Chen, J., Dunn, A., Grant, R., Lafleur, P. (2012) Influence Of Stand Age On The Magnitude And Seasonality Of Carbon Fluxes In Canadian Forests, Agricultural And Forest Meteorology, 165(7-8), 136-148", "10.1016/j.agrformet.2012.06.011", "Reference", 
"CA-TP3", "1700002700", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"CA-TP3", "1700005025", "GRP_REFERENCE_PAPER", "Khomik, M., Arain, M. A., Brodeur, J. J., Peichl, M., Restrepo-Coupé, N., McLaren, J. D. (2010) Relative Contributions Of Soil, Foliar, And Woody Tissue Respiration To Total Ecosystem Respiration In Four Pine Forests Of Different Ages, Journal Of Geophysical Research: Biogeosciences, 115(G03024), n/a-n/a", "10.1029/2009JG001089", "Reference", 
"CA-TP3", "1700005772", "GRP_REFERENCE_PAPER", "McLaren, J. D., Arain, M.A., Khomik, M., Peichl, M., Brodeur, J. (2008) Water Flux Components And Soil Water-Atmospheric Controls In A Temperate Pine Forest Growing In A Well-Drained Sandy Soil, Journal Of Geophysical Research, 113(G4), n/a-n/a", "10.1029/2007JG000653", "Reference", 
"CA-TP3", "1700006333", "GRP_REFERENCE_PAPER", "Peichl, M., Arain, M. A. (2006) Above- And Belowground Ecosystem Biomass And Carbon Pools In An Age-Sequence Of Temperate Pine Plantation Forests, Agricultural And Forest Meteorology, 140(1-4), 51-63", "10.1016/j.agrformet.2006.08.004", "Reference", 
"CA-TP3", "1700006345", "GRP_REFERENCE_PAPER", "Peichl, M., Arain, M. A. (2007) Allometry And Partitioning Of Above- And Belowground Tree Biomass In An Age-Sequence Of White Pine Forests, Forest Ecology And Management, 253(1-3), 68-80", "10.1016/j.foreco.2007.07.003", "Reference", 
"CA-TP3", "1700006357", "GRP_REFERENCE_PAPER", "Peichl, M., Arain, M. A., Brodeur, J. J. (2010) Age Effects On Carbon Fluxes In Temperate Pine Forests, Agricultural And Forest Meteorology, 150(7-8), 1090-1101", "10.1016/j.agrformet.2010.04.008", "Reference", 
"CA-TP3", "1700006369", "GRP_REFERENCE_PAPER", "Peichl, M., Arain, M.A., Ullah, S., Moore, T. (2010) Carbon Dioxide, Methane, And Nitrous Oxide Exchanges In An Age-Sequence Of Temperate Pine Forests, Global Change Biology, 16(8), 2198-2212", "10.1111/j.1365-2486.2009.02066.x", "Reference", 
"CA-TP3", "1700006381", "GRP_REFERENCE_PAPER", "Peichl, M., Brodeur, J. J., Khomik, M., Arain, M. A. (2010) Biometric And Eddy-Covariance Based Estimates Of Carbon Fluxes In An Age-Sequence Of Temperate Pine Forests, Agricultural And Forest Meteorology, 150(7-8), 952-965", "10.1016/j.agrformet.2010.03.002", "Primary_Citation", 
"CA-TP3", "1700006390", "GRP_REFERENCE_PAPER", "Peichl, M., Moore, T. R., Arain, M. A., Dalva, M., Brodkey, D., McLaren, J. (2007) Concentrations And Fluxes Of Dissolved Organic Carbon In An Age-Sequence Of White Pine Forests In Southern Ontario, Canada, Biogeochemistry, 86(1), 1-17", "10.1007/s10533-007-9138-7", "Reference", 
"CA-TP3", "1700006669", "GRP_REFERENCE_PAPER", "Restrepo, N. C., Arain, M. A. (2005) Energy And Water Exchanges From A Temperate Pine Plantation Forest, Hydrological Processes, 19(1), 27-49", "10.1002/hyp.5758", "Reference", 
"CA-TP3", "1700008289", "GRP_REFERENCE_PAPER", "Yuan, F., Arain, M. A., Barr, A. G., Black, T. A., Bourque, C. P., Coursolle, C., Margolis, H. A., Mccaughey, J. H., Wofsy, S. C. (2008) Modeling Analysis Of Primary Controls On Net Ecosystem Productivity Of Seven Boreal And Temperate Coniferous Forests Across A Continental Transect, Global Change Biology, 14(8), 1765-1784", "10.1111/j.1365-2486.2008.01612.x", "Reference", 
"CA-TP4", "1700000213", "GRP_REFERENCE_PAPER", "Arain, M. A., Restrepo-Coupe, N. (2005) Net Ecosystem Production In A Temperate Pine Plantation In Southeastern Canada, Agricultural And Forest Meteorology, 128(3-4), 223-241", "10.1016/j.agrformet.2004.10.003", "Primary_Citation", 
"CA-TP4", "1700000636", "GRP_REFERENCE_PAPER", "Barr, A., Richardson, A., Hollinger, D., Papale, D., Arain, M., Black, T., Bohrer, G., Dragoni, D., Fischer, M., Gu, L., Law, B., Margolis, H., McCaughey, J., Munger, J., Oechel, W., Schaeffer, K. (2013) Use Of Change-Point Detection For Friction–Velocity Threshold Evaluation In Eddy-Covariance Studies, Agricultural And Forest Meteorology, 171-172(5), 31-45", "10.1016/j.agrformet.2012.11.023", "Reference", 
"CA-TP4", "1700001017", "GRP_REFERENCE_PAPER", "Brümmer, C., Black, T. A., Jassal, R. S., Grant, N. J., Spittlehouse, D. L., Chen, B., Nesic, Z., Amiro, B. D., Arain, M. A., Barr, A. G., Bourque, C. P., Coursolle, C., Dunn, A. L., Flanagan, L. B., Humphreys, E. R., Lafleur, P. M., Margolis, H. A., McCaughey, J. H., Wofsy, S. C. (2012) How Climate And Vegetation Type Influence Evapotranspiration And Water Use Efficiency In Canadian Forest, Peatland And Grassland Ecosystems, Agricultural And Forest Meteorology, 153(8), 14-30", "10.1016/j.agrformet.2011.04.008", "Reference", 
"CA-TP4", "1700001224", "GRP_REFERENCE_PAPER", "Chen, J. M., Govind, A., Sonnentag, O., Zhang, Y., Barr, A., Amiro, B. (2006) Leaf Area Index Measurements At Fluxnet-Canada Forest Sites, Agricultural And Forest Meteorology, 140(1-4), 257-268", "10.1016/j.agrformet.2006.08.005", "Reference", 
"CA-TP4", "1700001365", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(1), 9275–9287", "10.1029/2018GL079306", "Reference", 
"CA-TP4", "1700001596", "GRP_REFERENCE_PAPER", "Chu, H., Baldocchi, D. D., Poindexter, C., Abraha, M., Desai, A. R., Bohrer, G., Arain, M. A., Griffis, T., Blanken, P. D., O'Halloran, T. L., Thomas, R. Q., Zhang, Q., Burns, S. P., Frank, J. M., Christian, D., Brown, S., Black, T. A., Gough, C. M., Law, B. E., Lee, X., Chen, J., Reed, D. E., Massman, W. J., Clark, K., Hatfield, J., Prueger, J., Bracho, R., Baker, J. M., Martin, T. A. (2018) Temporal Dynamics Of Aerodynamic Canopy Height Derived From Eddy Covariance Momentum Flux Data Across North American Flux Networks, Geophysical Research Letters, 45(5), 9275–9287", "10.1029/2018GL079306", "Reference", 
"CA-TP4", "1700001974", "GRP_REFERENCE_PAPER", "Coursolle, C., Margolis, H. A., Barr, A. G., Black, T. A., Amiro, B. D., McCaughey, J. H., Flanagan, L. B., Lafleur, P. M., Roulet, N. T., Bourque, C. P., Arain, M. A., Wofsy, S. C., Dunn, A., Morgenstern, K., Orchansky, A. L., Bernier, P. Y., Chen, J. M., Kidston, J., Saigusa, N., Hedstrom, N. (2006) Late-Summer Carbon Fluxes From Canadian Forests And Peatlands Along An East-West Continental Transect, Canadian Journal Of Forest Research, 36(3), 783-800", "10.1139/x05-270", "Reference", 
"CA-TP4", "1700001989", "GRP_REFERENCE_PAPER", "Coursolle, C., Margolis, H., Giasson, M., Bernier, P., Amiro, B., Arain, M., Barr, A., Black, T., Goulden, M., McCaughey, J., Chen, J., Dunn, A., Grant, R., Lafleur, P. (2012) Influence Of Stand Age On The Magnitude And Seasonality Of Carbon Fluxes In Canadian Forests, Agricultural And Forest Meteorology, 165(7-8), 136-148", "10.1016/j.agrformet.2012.06.011", "Reference", 
"CA-TP4", "1700002130", "GRP_REFERENCE_PAPER", "Dennis Baldocchi, Cove Sturtevant (2015) Does day and night sampling reduce spurious correlation between canopy photosynthesis and ecosystem respiration?, Agricultural and Forest Meteorology, 207(1), 117-126", "10.1016/j.agrformet.2015.03.010", "Reference", 
"CA-TP4", "1700002703", "GRP_REFERENCE_PAPER", "Euskirchen, E. S., Bret-Harte, M. S., Shaver, G. R., Edgar, C. W., Romanovsky, V. E. (2017) Long-Term Release Of Carbon Dioxide From Arctic Tundra Ecosystems In Alaska, Ecosystems, 20(5), 960-974", "10.1007/s10021-016-0085-9", "Reference", 
"CA-TP4", "1700004743", "GRP_REFERENCE_PAPER", "Huang, S., Arain, M. A., Arora, V. K., Yuan, F., Brodeur, J., Peichl, M. (2011) Analysis Of Nitrogen Controls On Carbon And Water Exchanges In A Conifer Forest Using The CLASS-CTEMN+ Model, Ecological Modelling, 222(20-22), 3743-3760", "10.1016/j.ecolmodel.2011.09.008", "Reference", 
