"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "AG_LIT_BIOMASS", "AG_LIT_BIOMASS_UNIT", "AG_LIT_BIOMASS_DATE", "AG_LIT_BIOMASS_COMMENT", "AG_LIT_BIOMASS_SPATIAL_VARIABILITY", "AG_LIT_BIOMASS_SPATIAL_REP_NUMBER", "AG_LIT_BIOMASS_APPROACH", "AG_LIT_BIOMASS_DATE_UNC", 
"US-UMB", "18453", "GRP_AG_LIT_BIOMASS", "17.3", "gC m-2", "20070630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens and fine woody debris collected from litter traps.", "19.7", "50", "Litter debris collected from litter traps of .264 m^2 in area.  One trap in each of 49 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMB", "18463", "GRP_AG_LIT_BIOMASS", "24", "gC m-2", "20110630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens and fine woody debris collected from litter traps.", "18.7", "16", "Litter debris collected from litter traps of .264 m^2 in area.  Three traps in each of 15 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMB", "18470", "GRP_AG_LIT_BIOMASS", "25", "gC m-2", "20120630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens and fine woody debris collected from litter traps.", "14.3", "16", "Litter debris collected from litter traps of .264 m^2 in area.  Three traps in each of 15 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMB", "18477", "GRP_AG_LIT_BIOMASS", "47.5", "gC m-2", "20130630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens and fine woody debris collected from litter traps.", "40.85", "16", "Litter debris collected from litter traps of .264 m^2 in area.  Three traps in each of 15 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMB", "18515", "GRP_AG_LIT_BIOMASS", "15.8", "gC m-2", "20030630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens and fine woody debris collected from litter traps.", "13.5", "31", "Litter debris collected from litter traps of .264 m^2 in area.  One trap in each of 30 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMB", "18523", "GRP_AG_LIT_BIOMASS", "12.9", "gC m-2", "20040630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens and fine woody debris collected from litter traps.", "9.9", "50", "Litter debris collected from litter traps of .264 m^2 in area.  One trap in each of 49 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMB", "18534", "GRP_AG_LIT_BIOMASS", "19.7", "gC m-2", "20080630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens and fine woody debris collected from litter traps.", "14.9", "15", "Litter debris collected from litter traps of .264 m^2 in area.  Three traps in each of 14 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMB", "18542", "GRP_AG_LIT_BIOMASS", "52.3", "gC m-2", "20090630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens and fine woody debris collected from litter traps.", "24.5", "15", "Litter debris collected from litter traps of .264 m^2 in area.  Three traps in each of 14 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMB", "18550", "GRP_AG_LIT_BIOMASS", "38.4", "gC m-2", "20100630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens and fine woody debris collected from litter traps.", "27.4", "13", "Litter debris collected from litter traps of .264 m^2 in area.  Three traps in each of 12 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMd", "18604", "GRP_AG_LIT_BIOMASS", "25.4", "gC m-2", "20080630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens, etc collected from litter traps.  2008 was a significant mast year for Quercus rubra with 19% of debris mass.", "12.1", "12", "Litter debris collected from litter traps of .264 m^2 in area.  Three  traps in each of 11 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMd", "18613", "GRP_AG_LIT_BIOMASS", "37", "gC m-2", "20090630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens, etc collected from litter traps.  2009 was a heavy mast year for Quercus rubra with 47.2% of debris mass.", "18.4", "12", "Litter debris collected from litter traps of .264 m^2 in area.  Three  traps in 11 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMd", "18624", "GRP_AG_LIT_BIOMASS", "17", "gC m-2", "20130630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens, etc collected from litter traps.", "7.9", "12", "Litter debris collected from litter traps of .264 m^2 in area.  Three  traps in 11 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMd", "18646", "GRP_AG_LIT_BIOMASS", "13.9", "gC m-2", "20060630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens, etc collected from litter traps.", "9.5", "8", "Litter debris collected from litter traps of .264 m^2 in area.  Three - 9  traps along 300m long transects and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMd", "18657", "GRP_AG_LIT_BIOMASS", "10.8", "gC m-2", "20070630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens, etc collected from litter traps.", "9.3", "21", "Litter debris collected from litter traps of .264 m^2 in area.  One - 3  traps in 20 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMd", "18663", "GRP_AG_LIT_BIOMASS", "24.5", "gC m-2", "20100630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens, etc collected from litter traps.", "16.4", "12", "Litter debris collected from litter traps of .264 m^2 in area.  Three  traps in 11 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMd", "18671", "GRP_AG_LIT_BIOMASS", "15.6", "gC m-2", "20110630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens, etc collected from litter traps.", "6.8", "12", "Litter debris collected from litter traps of .264 m^2 in area.  Three  traps in 11 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-UMd", "18679", "GRP_AG_LIT_BIOMASS", "15.3", "gC m-2", "20120630", "Litter does NOT include identifiable leaves, but includes leaf fragments, seeds, flowers, lichens, etc collected from litter traps.", "5.7", "12", "Litter debris collected from litter traps of .264 m^2 in area.  Three  traps in 11 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower at plot center", "182", 
"US-WCr", "27330", "GRP_AG_LIT_BIOMASS", "0.111", "gC m-2", "1999", "average over 1999-2002; Bolstadt et al 2003", , , , , 
"US-WCr", "27949", "GRP_AG_LIT_BIOMASS", "0.111", "gC m-2", "2000", "average over 1999-2002; Bolstadt et al 2003", , , , , 
"US-WCr", "27955", "GRP_AG_LIT_BIOMASS", "0.111", "gC m-2", "2002", "average over 1999-2002; Bolstadt et al 2003", , , , , 
"US-WCr", "28567", "GRP_AG_LIT_BIOMASS", "0.111", "gC m-2", "2001", "average over 1999-2002; Bolstadt et al 2003", , , , , 
