,names  Year (gC/m2/day),1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
63,US-Rpf,2.725453195,2.589017779,2.767266743,2.119990295,2.25676326,2.009053455,2.688495101,2.788499827,2.683176838,2.279415577,2.570609827,2.462235832,2.466368534,2.336139271,2.923063549,2.517279275,2.861710384,2.755546568,2.666420449,2.416663561,2.211761352,2.454955965,2.743059216,2.069872374,2.25612462,2.002070136,2.699156318,2.784214778,2.69037236,2.298210671,2.587167697,2.490587553,2.498073949,2.363612004,2.956788051,2.554035859,2.893931026,2.778476126,2.710186413,2.457852016,2.260927731,2.512151375,2.778918871,2.122407236,2.297910842,2.042273722,2.735516354,2.940457379,2.794973597,2.342956335,2.641649812,2.524957161,2.521141076,2.383374356,2.992092506,2.59403922,2.9234363,2.807399721,2.733576684,2.496281655,2.285626681,2.53292972,2.817999101,2.152245365,2.330580753,2.070460385,2.766247983,2.978409862,2.837556299,2.381785632,2.678695411,2.652857823,2.547094257,2.354417614,2.263060435,2.198999632,2.767080224,1.860733716,2.04697717,2.671699531,2.951459694,2.919319789,2.96386951,2.814270241,2.398764544,2.719200443,2.532607896,2.750740614,2.84868855,2.558602748,2.477812445,1.983265882,2.411941927,2.320426099,2.74983266,2.820725808,2.942741346,2.519500017,3.035291688,3.187442996,2.636000198,2.242464362,2.61548969,2.462535033,2.273180849,2.708944544,3.01153605,2.404823874,2.129864938,2.715876583,2.684208447,2.764801183,2.942184082,3.235180755,2.998640974,2.952139645,2.381347005,3.037228267,2.988779663,2.672277021,2.290052056,2.843917233,2.754105614,3.353377008,2.668590623,3.025256904,2.569215051,2.600849276,2.582513861,2.96745719,2.35386458,2.868617103,2.85672918,2.79367711,3.055462175,3.046676602,3.04102888,2.57006997,2.722107331,2.699608346,2.812239894,3.280601434,2.966113319,3.471461085,3.254090937,3.041666415,2.808619916,2.477188574,2.744090657,2.646157122,2.980311196,3.16917699,3.497002166,3.520207437,3.110743527,3.765850429,3.042900934,3.184915091,3.151698601,3.004084028,2.650362743,3.161912699,3.012723447,2.628252345,3.40859752
64,BR-Sa1,4.050151433,3.799890095,3.655501336,3.884836702,4.073239333,3.937005406,4.050180246,4.52223997,4.560234351,4.144064293,4.348468475,4.253339794,4.076813193,3.749540527,3.657071214,3.741313113,3.681503126,3.879148481,3.859683187,3.042704887,3.632381794,3.596540462,3.46118962,3.85181719,4.100923659,3.979404032,4.107670332,4.595571198,4.63330147,4.213032819,4.43151721,4.340248342,4.16261575,3.830349041,3.752211054,3.838805176,3.779099832,3.989971097,3.96973239,3.116600872,3.74431001,3.686948508,3.548705752,3.943873564,4.202979748,4.069373364,4.200949494,4.696902959,4.724107814,4.290961154,4.516670876,4.420656804,4.235331615,3.893286944,3.818245101,3.905905611,3.844741161,4.063421793,4.045278221,3.170803929,3.823573687,3.76016341,3.62522357,4.035365337,4.308510004,4.170819328,4.310009658,4.820678628,4.842750562,4.397838251,4.636539347,4.955541616,4.885761958,4.742588679,4.770815681,4.52356418,4.369802959,4.640879601,4.516195387,4.446817012,4.20616859,4.293371816,4.344249496,4.730187496,5.020822104,4.937695863,4.505521242,4.570347824,4.940527977,4.921690043,4.651933943,4.382303206,4.322753529,4.770400855,4.72468331,5.024708112,4.60119776,4.736954547,4.808512033,5.118274564,5.044256046,4.623380912,4.453174633,4.659846355,4.360917278,4.525451286,4.664710793,4.569416255,4.188298085,4.437796486,4.391072562,4.613052783,4.627443201,4.51430401,4.544261299,4.444303777,4.318638329,4.755689096,4.540819244,4.559190935,4.661696398,5.198503652,4.809964643,4.910952091,5.421107486,5.117802662,5.087371691,4.78355193,4.835442328,4.825849581,4.84412674,4.716657035,4.87701112,4.643113719,5.449838293,5.666001709,5.602980981,4.994642854,5.538752579,5.593658864,5.316274342,4.950598205,4.743138008,4.877994605,5.276905879,5.151494115,5.34312446,4.979637702,4.62606925,5.51546464,5.851426432,5.266768779,5.282959997,5.048032984,5.449079967,5.507206658,5.765920097,5.442319752,5.841276995,5.894034239,5.528716298,6.127190497,5.655598483,5.89233748,5.668969741
65,US-SP2,3.521128296,3.542099673,3.516793935,3.553781479,3.451300337,3.385753238,3.456463982,3.439394066,3.426027838,3.508241447,3.466870534,3.45945272,3.50836766,3.536333631,3.44166547,3.562210622,3.497903011,3.47294985,3.413138082,3.479773256,3.419861782,3.501954155,3.504302149,3.546502739,3.446253802,3.387071974,3.461463656,3.444913536,3.437857598,3.525454104,3.488718528,3.484878581,3.530141278,3.564861674,3.464821106,3.591454886,3.528674864,3.499100091,3.435496664,3.504331459,3.445079563,3.525699236,3.532529243,3.572031633,3.462626501,3.403867566,3.47538089,3.449645212,3.444108153,3.528976298,3.489973822,3.476412165,3.499641601,3.527742416,3.404169877,3.505222416,3.423304178,3.370494717,3.274228245,3.353972454,3.305339132,3.384354076,3.393033249,3.427521323,3.317589533,3.268478849,3.345679359,3.314431651,3.328668627,3.411907553,3.383791035,3.446600931,3.461058928,3.524171136,3.4118647,3.448121238,3.374375276,3.391888268,3.451147734,3.576657474,3.521208002,3.402079758,3.401305244,3.522430568,3.589559712,3.50955387,3.428190775,3.456500011,3.493350498,3.570033859,3.450667988,3.413968899,3.35683266,3.413613519,3.520599044,3.352661393,3.534870505,3.434637598,3.547208784,3.558575496,3.525458282,3.447384312,3.416345024,3.427715482,3.398179515,3.295917965,3.447337281,3.577697145,3.435933322,3.571559627,3.504779223,3.537823567,3.406769538,3.395011797,3.408934374,3.450208384,3.473676783,3.45944202,3.36321489,3.441273406,3.473719793,3.489709635,3.592493456,3.53217478,3.52035145,3.550456234,3.515884577,3.269273283,3.440808604,3.496971651,3.527547602,3.365880781,3.576509115,3.485712974,3.571166843,3.52978633,3.449825947,3.515136885,3.491002649,3.544995922,3.64762989,3.648413153,3.618051988,3.57101868,3.635388042,3.677293341,3.709484551,3.848362484,3.723518581,3.663087836,3.562595679,3.78218931,3.762108955,4.005465045,3.906177526,4.078367997,3.912064555,3.715514964,3.856972663,4.022303228,3.977158009,3.866914229,4.002644771,4.200840503,4.240602457
66,US-Aud,1.67575812,1.705245979,1.532925036,1.312207724,1.426224732,1.462169746,1.654319784,1.473283121,1.005920239,1.456578376,1.352775884,1.439067797,0.714618801,1.624339908,1.04051759,1.229597028,1.576645597,1.788852437,1.543504977,1.75149955,1.186270897,1.720854736,1.563795229,1.304661753,1.427428238,1.470116465,1.668460086,1.482402042,1.015397435,1.462981655,1.364258117,1.44940247,0.718915437,1.639735321,1.051743531,1.244349546,1.583832644,1.800451375,1.578694837,1.748400127,1.198707559,1.738188094,1.57097058,1.318013007,1.434597508,1.481390505,1.676301297,1.498271382,1.021982238,1.470351136,1.552095149,1.37935849,0.699373719,1.65115998,1.063736375,1.24670002,1.587297291,1.804269928,1.594794434,1.747667151,1.210684126,1.746346927,1.581132547,1.328306067,1.444200678,1.492617028,1.690873045,1.525859525,1.028091793,1.481403569,1.575439907,1.261477347,1.4376506,1.121798683,1.11089299,1.273121428,1.198313681,1.681386075,1.091767774,1.527792467,1.723273048,1.677908429,1.541934568,1.865389663,1.173342108,1.541060041,1.204580037,1.627982002,1.327877449,1.530094444,1.542681325,1.796558193,1.351299774,1.227478027,1.144188974,1.084266743,1.365005751,1.160929036,1.112398459,1.358200241,0.929594481,1.032994461,1.130941453,1.100947167,1.141187279,1.412665593,1.003362193,1.079722044,1.330367201,1.18989978,0.973282278,0.709762895,1.417149853,1.110673012,0.941612114,1.316023227,1.377948008,0.866758258,1.617841902,0.81060506,1.394151304,1.069676457,1.368451131,1.393000328,1.081042582,1.499134794,1.371425835,1.131717039,1.631635892,1.396471674,1.066625601,0.916973014,0.824434279,2.000496624,1.973305497,1.960793652,1.923171956,1.746562015,1.640695312,1.157123393,1.23717186,1.707607322,2.128203268,1.392705829,1.469554039,1.916423152,1.135589164,1.042560835,1.666476629,1.200900046,1.071042928,1.870418228,1.136569863,1.056517754,1.577597815,1.632780234,1.126239608,1.606560985,1.414347533,1.170512553,1.60293328,0.969721233,0.904284952,1.032302868,1.452319383
67,US-SO2,0.411139656,0.474320051,0.515853443,0.343672254,0.511876356,0.804004618,0.837897868,0.638196881,0.354725166,0.337017009,0.711879716,0.584460579,0.577942648,0.60864695,0.288722995,0.750695943,0.804266781,0.856087654,0.430646907,0.63016625,0.491533829,0.500259135,0.53148824,0.356821027,0.522294019,0.821199513,0.83978991,0.646465302,0.365587723,0.347127327,0.723990474,0.601665131,0.584134511,0.619027508,0.299041366,0.772561269,0.823763523,0.868452229,0.440574806,0.642782266,0.498760773,0.512495157,0.549091485,0.369454058,0.535763292,0.84655754,0.855351943,0.656764431,0.373074752,0.35455673,0.740088939,0.614360757,0.591467811,0.626848742,0.304055114,0.783873181,0.833073809,0.885354233,0.450489831,0.656199277,0.507502833,0.521559704,0.559958171,0.378038748,0.550020468,0.870249493,0.877515809,0.672826669,0.386309007,0.365529113,0.765049817,0.367425778,0.653745873,0.416746489,0.296313926,0.382734444,0.586443307,0.659867436,0.518081495,0.508845744,0.792533346,0.476873662,0.913056916,0.693412325,0.048159197,0.686701156,0.698368492,0.502385542,0.600905843,0.847324512,0.698134962,0.971371624,0.660403522,0.676350141,0.867032379,0.669985953,0.613544327,0.313193445,0.334618207,0.465596221,0.033843929,0.06769161,0.710726159,0.49672249,0.552407456,0.438838021,0.029405795,0.456948646,0.53224945,0.301363719,0.443167391,0.163644008,0.334778436,0.467914976,0.370423671,0.327049724,0.51993073,0.582469479,0.489755255,0.611739116,0.344703345,0.326874918,0.315664262,0.483820918,0.418984736,0.291088906,0.610474354,0.63127504,0.765057751,0.744390818,0.898221253,0.539275151,0.721597178,0.923942582,0.528809952,0.677671126,0.850518425,0.222339665,0.59186065,0.05913231,0.062675715,0.547746541,0.783689014,0.802859009,0.620738119,0.869299985,0.062464027,0.741448759,0.866291934,0.074640537,0.071172432,0.482358229,0.070988429,0.50203162,0.244304257,1.048408549,0.470039826,0.069884998,0.514727342,0.500938255,0.663035593,0.77236999,0.072410707,0.494389989,0.101806175
68,US-SO3,0.411139656,0.474320051,0.515853443,0.343672254,0.511876356,0.804004618,0.837897868,0.638196881,0.354725166,0.337017009,0.711879716,0.584460579,0.577942648,0.60864695,0.288722995,0.750695943,0.804266781,0.856087654,0.430646907,0.63016625,0.491533829,0.500259135,0.53148824,0.356821027,0.522294019,0.821199513,0.83978991,0.646465302,0.365587723,0.347127327,0.723990474,0.601665131,0.584134511,0.619027508,0.299041366,0.772561269,0.823763523,0.868452229,0.440574806,0.642782266,0.498760773,0.512495157,0.549091485,0.369454058,0.535763292,0.84655754,0.855351943,0.656764431,0.373074752,0.35455673,0.740088939,0.614360757,0.591467811,0.626848742,0.304055114,0.783873181,0.833073809,0.885354233,0.450489831,0.656199277,0.507502833,0.521559704,0.559958171,0.378038748,0.550020468,0.870249493,0.877515809,0.672826669,0.386309007,0.365529113,0.765049817,0.367425778,0.653745873,0.416746489,0.296313926,0.382734444,0.586443307,0.659867436,0.518081495,0.508845744,0.792533346,0.476873662,0.913056916,0.693412325,0.048159197,0.686701156,0.698368492,0.502385542,0.600905843,0.847324512,0.698134962,0.971371624,0.660403522,0.676350141,0.867032379,0.669985953,0.613544327,0.313193445,0.334618207,0.465596221,0.033843929,0.06769161,0.710726159,0.49672249,0.552407456,0.438838021,0.029405795,0.456948646,0.53224945,0.301363719,0.443167391,0.163644008,0.334778436,0.467914976,0.370423671,0.327049724,0.51993073,0.582469479,0.489755255,0.611739116,0.344703345,0.326874918,0.315664262,0.483820918,0.418984736,0.291088906,0.610474354,0.63127504,0.765057751,0.744390818,0.898221253,0.539275151,0.721597178,0.923942582,0.528809952,0.677671126,0.850518425,0.222339665,0.59186065,0.05913231,0.062675715,0.547746541,0.783689014,0.802859009,0.620738119,0.869299985,0.062464027,0.741448759,0.866291934,0.074640537,0.071172432,0.482358229,0.070988429,0.50203162,0.244304257,1.048408549,0.470039826,0.069884998,0.514727342,0.500938255,0.663035593,0.77236999,0.072410707,0.494389989,0.101806175
69,US-SCf,0.411139656,0.474320051,0.515853443,0.343672254,0.511876356,0.804004618,0.837897868,0.638196881,0.354725166,0.337017009,0.711879716,0.584460579,0.577942648,0.60864695,0.288722995,0.750695943,0.804266781,0.856087654,0.430646907,0.63016625,0.491533829,0.500259135,0.53148824,0.356821027,0.522294019,0.821199513,0.83978991,0.646465302,0.365587723,0.347127327,0.723990474,0.601665131,0.584134511,0.619027508,0.299041366,0.772561269,0.823763523,0.868452229,0.440574806,0.642782266,0.498760773,0.512495157,0.549091485,0.369454058,0.535763292,0.84655754,0.855351943,0.656764431,0.373074752,0.35455673,0.740088939,0.614360757,0.591467811,0.626848742,0.304055114,0.783873181,0.833073809,0.885354233,0.450489831,0.656199277,0.507502833,0.521559704,0.559958171,0.378038748,0.550020468,0.870249493,0.877515809,0.672826669,0.386309007,0.365529113,0.765049817,0.367425778,0.653745873,0.416746489,0.296313926,0.382734444,0.586443307,0.659867436,0.518081495,0.508845744,0.792533346,0.476873662,0.913056916,0.693412325,0.048159197,0.686701156,0.698368492,0.502385542,0.600905843,0.847324512,0.698134962,0.971371624,0.660403522,0.676350141,0.867032379,0.669985953,0.613544327,0.313193445,0.334618207,0.465596221,0.033843929,0.06769161,0.710726159,0.49672249,0.552407456,0.438838021,0.029405795,0.456948646,0.53224945,0.301363719,0.443167391,0.163644008,0.334778436,0.467914976,0.370423671,0.327049724,0.51993073,0.582469479,0.489755255,0.611739116,0.344703345,0.326874918,0.315664262,0.483820918,0.418984736,0.291088906,0.610474354,0.63127504,0.765057751,0.744390818,0.898221253,0.539275151,0.721597178,0.923942582,0.528809952,0.677671126,0.850518425,0.222339665,0.59186065,0.05913231,0.062675715,0.547746541,0.783689014,0.802859009,0.620738119,0.869299985,0.062464027,0.741448759,0.866291934,0.074640537,0.071172432,0.482358229,0.070988429,0.50203162,0.244304257,1.048408549,0.470039826,0.069884998,0.514727342,0.500938255,0.663035593,0.77236999,0.072410707,0.494389989,0.101806175
70,US-NC4,3.844259254,3.762449588,3.588798242,3.804396075,3.717821559,3.715943213,3.780755284,3.811574272,3.752307812,3.736987697,3.663565565,3.777594154,3.712673852,3.787280963,3.695876819,3.757042592,3.866350913,3.896043084,3.90648116,3.988345506,3.92763178,3.822472265,3.640450489,3.856512628,3.765508275,3.761661335,3.826735668,3.858008902,3.796773167,3.782208222,3.712251181,3.828413384,3.762530434,3.838074052,3.746127586,3.804094497,3.910734884,3.944474742,3.948747444,4.028056187,3.970100159,3.843807954,3.672918315,3.889860737,3.798752147,3.795987547,3.859377549,3.896500527,3.824423022,3.80966731,3.745150937,3.857635174,3.790953284,3.866905664,3.776378962,3.832470933,3.939975245,3.981438333,3.985347941,4.068693369,4.016564807,3.885098873,3.719445172,3.944618125,3.857960169,3.859012766,3.927142394,3.969795136,3.899423611,3.887598749,3.823470026,3.984437771,3.977783679,3.905993346,3.85479621,3.906156427,3.848937208,3.845704295,3.821299021,3.921766739,3.934752259,3.929683381,3.937258107,3.970376906,4.044932612,4.070660143,3.978716978,4.058370859,4.167494267,4.149863104,3.934119346,3.965613928,3.896502033,3.935562946,3.957277235,4.008612123,4.162642559,4.11569548,4.001725918,4.088632633,4.189613664,4.107127171,3.966961778,4.094782422,3.989922862,4.000208322,4.117429788,4.003947083,3.943825079,4.048919058,4.052238147,4.153976837,4.081396811,4.053304574,4.137309134,4.160758399,4.188038822,4.181814512,4.129178714,4.127233877,4.108577005,4.203640766,4.273276085,4.329776517,4.379351728,4.286650525,4.339711652,4.142031878,4.11476429,4.238809594,4.113532622,4.097512277,4.218155197,4.245384464,4.359564425,4.307439465,4.286706854,4.32256749,4.416607245,4.358890049,4.522240415,4.509000662,4.56147943,4.430037568,4.408509423,4.378509976,4.414468668,4.48029356,4.447269347,4.45679462,4.450445826,4.53908123,4.445024607,4.565634707,4.61630872,4.560624895,4.656335909,4.464847271,4.367495906,4.471988129,4.383552948,4.388667113,4.46835261,4.544783557,4.437797704
71,US-Myb,1.205312519,1.293640068,1.39261561,1.157506962,1.551965162,1.525732625,1.252962367,1.208625327,1.411727568,1.307532599,1.520723988,1.684449387,1.677006591,1.508106358,1.815997596,1.588746968,1.661234261,1.524376798,1.364236602,1.476207141,1.400879423,1.48773406,1.545016901,1.330601005,1.656307422,1.646883736,1.398991042,1.383994843,1.490099079,1.482669501,1.593373723,1.759435581,1.744279942,1.59910905,1.773618202,1.727354432,1.718381666,1.594619282,1.445077605,1.523732346,1.465634193,1.563607068,1.604027204,1.384393661,1.530512414,1.731356667,1.460992835,1.426361322,1.482429586,1.484260362,1.573948504,1.751981998,1.734715137,1.583480633,1.725812235,1.736481736,1.720641573,1.591753973,1.430775612,1.514543026,1.455937093,1.555386668,1.615855497,1.392556728,1.5457934,1.757717381,1.495048049,1.469138527,1.536484529,1.540062334,1.641739043,1.667621201,1.650849908,1.580965178,1.345001352,1.746246902,1.563031488,1.693875661,1.553954385,1.410426732,1.515999387,1.272600952,1.41050572,1.52148246,1.398915373,1.697378722,1.55267914,1.627022088,1.763422109,1.33585409,1.624199599,1.783820926,2.04087904,1.711843798,1.770888831,1.75375364,1.736857838,1.5636378,1.958665845,1.590346685,1.751826494,1.867510471,1.867027446,2.087524096,1.83580906,1.938602893,1.98205347,2.066270144,1.842494155,1.651504165,1.828593756,1.794730558,1.935185555,2.329654917,1.816202085,1.922561808,1.673929336,2.109431745,1.839527238,1.984447015,1.852011356,1.963717538,1.896831513,1.871976253,2.098368463,2.217124099,1.368669778,1.321500309,1.762474256,1.909786475,1.977626779,1.967872405,2.232680153,2.418273904,2.014192512,2.056246397,2.014488123,1.846908603,1.707965737,2.040906904,1.798580406,2.036550939,1.935066421,2.249478915,2.214345672,2.331600528,2.321479568,1.902297091,2.667411479,2.281893682,2.387718177,2.121698721,2.146316784,2.356439866,2.19887162,2.476388155,2.37793206,2.091731319,2.077975267,2.026190292,2.485739318,2.485122112,2.24180502,2.090825044,1.968404149
72,US-Ced,2.909301226,2.768326168,2.71230062,3.013063367,2.767479738,2.974480619,2.940812426,2.843031159,2.830409499,2.941269662,2.80503692,2.907291412,2.965685087,3.052996072,2.783972105,2.915609436,3.006297521,3.020659742,2.965357693,2.914023215,2.889439726,2.812243554,2.73213616,3.034436683,2.801025786,3.015114704,2.983642448,2.886420116,2.869998205,2.980603975,2.854304126,2.96015915,3.022951279,3.101144678,2.837273265,2.974093766,3.064174687,3.08500883,3.03058144,2.966059654,2.946948169,2.858228296,2.786259037,3.114167988,2.861347176,3.088787392,3.054757383,2.946955192,2.941371874,3.037986393,2.906632331,3.026060875,3.086259734,3.176764347,2.882764391,3.040974271,3.138518792,3.133633637,3.108678759,3.02016128,3.002012351,2.897168586,2.831398208,3.219572015,2.915149098,3.174354625,3.135936586,3.021236999,3.038735509,3.121144079,2.972841975,3.302622875,3.202122825,3.067519498,3.104209498,3.153286453,2.871276954,3.37703674,3.252041157,3.168303725,3.159526422,3.180319409,3.174308222,3.066027912,3.27581174,3.305295789,3.089803453,3.303426834,3.240304699,3.25984671,2.996579251,3.167634728,3.368749458,3.238477453,3.122136595,3.238164483,3.563573954,3.390830763,3.276191201,3.281665088,3.248377251,3.365057471,3.358543531,3.188757209,3.118202742,3.223911326,3.371404322,3.03639464,2.946908232,3.282853122,3.306361862,3.300778503,3.287186582,3.127504082,3.23422256,3.107909477,3.107193246,3.218375197,3.271616005,3.571989347,3.448826531,3.435236462,3.439954737,3.597129179,3.652157703,3.654197033,3.614267054,3.297493766,3.245546675,3.584703656,3.531560622,3.32964859,3.635346804,3.360849766,3.388667286,3.813154706,3.557875695,3.607557265,3.648766637,3.509983098,3.860599906,3.587085524,3.721130636,3.476182468,3.414841556,3.609764188,3.641437013,3.729508354,3.612715145,3.459030894,3.676363127,3.819294411,3.458089626,3.306338501,3.948335146,3.795247795,3.741626831,3.651136669,3.583804101,3.697413523,3.813629937,3.614032302,3.923266733,3.879375866,3.561519644
